Product_ID,Base_Type,Pricing_Type,Package_Type,VAS,Title,Description,BB_Data_Standard,BB_Data_Free,BB_Data_Anytime,BB_Data_Unlimited,BB_Connection_Type,BB_Connection_Speed,Included_Packages,Price,Monthly_Rental,VOICE_Home_SLT_Instrument_Rental,VOICE_Home_Customer_Instrument_Rental,VOICE_Charge_Active_Hours,VOICE_Charge_Leisure_Hours,VOICE_Free_Minutes,VOICE_Telehelth_Insurance_Benefits,VOICE_Tele_Life_Insurance_Benefits,PEOTV_No_of_Channels,PEOTV_Foreign_Channels,PEOTV_Local_Channels,PEOTV_Movie_Channels,PEOTV_Kids_Channels,PEOTV_Religious_Channels,PEOTV_Tamil_Channels,PEOTV_Educational_Channels,PEOTV_Music_Channels,PEOTV_Sports_Channels,PEOTV_News_Channels,PEOTV_HD_Pack,Subscription_Type,Minimum_Subscription_Period,Recidence_Type,Tax_Status,Conditions,Available_Regions,Dependent_Packages
BB_Web_Champ_Fibre_1Gbps,BB,PAID,Fibre,NO,WEB CHAMP FIBRE 1GBPS,,325,485,,,Time-based,"1Gbps,500Mbps",,9000-20000,13690,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"*Fibre 1 Gbps service only available in selected condominium and apartment complexes.
Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Delight_4G,BB,PAID,4G,NO,ANY DELIGHT 4G,,,,500,,Anytime,"8Mbps,1024Kbps",,9000-20000,16790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with the standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Delight_ADSL,BB,PAID,ADSL,NO,ANY DELIGHT ADSL,,,,500,,Anytime,"21Mbps,512Kbps",,9000-20000,16790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500(Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Any_Delight_Fibre,BB,PAID,Fibre,NO,ANY DELIGHT FIBRE,,,,600,,Anytime,"100Mbps,50Mbps",,9000-20000,16790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Delight_Fibre_1Gbps,BB,PAID,Fibre,NO,ANY DELIGHT FIBRE 1GBPS,,,,650,,Anytime,"1Gbps,500Mbps",,9000-20000,16790,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Life_4G,BB,PAID,4G,NO,WEB LIFE 4G,,400,600,,,Time-based,"8Mbps,1024Kbps",,9000-20000,19890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Off-peak time for download time band is from 00.00 to 08.00 hrs.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Life_ADSL,BB,PAID,ADSL,NO,WEB LIFE ADSL,,400,600,,,Time-based,"21Mbps,512Kbps",,9000-20000,19890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
For Entrée package
Extra usage charge - 25 cents per MB up to a maximum limit of Rs. 3,500. Download and upload speed will be reduced to 64 Kbps after reaching 21 GB threshold.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. LKR.250/- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500. (Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Web_Life_Fibre,BB,PAID,Fibre,NO,WEB LIFE FIBRE,,440,660,,,Time-based,"100Mbps,50Mbps",,9000-20000,19890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Life_Fibre_1Gbps,BB,PAID,Fibre,NO,WEB LIFE FIBRE 1GBPS,,480,720,,,Time-based,"1Gbps,500Mbps",,9000-20000,19890,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"*Fibre 1 Gbps service only available in selected condominium and apartment complexes.
Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Fibre_Unlimited_50_Fibre,BB,PAID,Fibre,NO,FIBRE UNLIMITED 50,,,,,50Mbps,Unlimited,"100Mbps,50Mbps",,20000-60000,20450,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Only applicable for residential broadband customers.
Connection speeds will be given at best effort.
Torrents, Telegram, VPNs and Peer-to-peer applications are blocked only for unlimited packages (Except for Fibre Unlimited Flash 10 & 25 packages).
No ExtraGB and Data Add-ons applicable for unlimited packages.
Static IP option not available for unlimited packages.
Unlimited packages are not entitled to sltgo community Wi-Fi service.
Unlimited packages are not entitled to SLT Broadband Loyalty Data.
The package transfer fee of Rs.500 is applicable for migration from other packages.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Xtreme_4G,BB,PAID,4G,NO,ANY XTREME 4G,,,,750,,Anytime,"8Mbps,1024Kbps",,20000-60000,25000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with the standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Xtreme_ADSL,BB,PAID,ADSL,NO,ANY XTREME ADSL,,,,750,,Anytime,"21Mbps,512Kbps",,20000-60000,25000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500(Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Any_Xtreme_Fibre,BB,PAID,Fibre,NO,ANY XTREME FIBRE,,,,900,,Anytime,"100Mbps,50Mbps",,20000-60000,25000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Any_Xtreme_Fibre_1Gbps,BB,PAID,Fibre,NO,ANY XTREME FIBRE 1GBPS,,,,1000,,Anytime,"1Gbps,500Mbps",,20000-60000,25000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Inspire_4G,BB,PAID,4G,NO,WEB INSPIRE 4G,,700,1000,,,Time-based,"8Mbps,1024Kbps",,20000-60000,33000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Off-peak time for download time band is from 00.00 to 08.00 hrs.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Inspire_ADSL,BB,PAID,ADSL,NO,WEB INSPIRE ADSL,,700,1000,,,Time-based,"21Mbps,512Kbps",,20000-60000,33000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
For Entrée package
Extra usage charge - 25 cents per MB up to a maximum limit of Rs. 3,500. Download and upload speed will be reduced to 64 Kbps after reaching 21 GB threshold.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. LKR.250/- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500. (Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Web_Inspire_Fibre,BB,PAID,Fibre,NO,WEB INSPIRE FIBRE,,800,1100,,,Time-based,"100Mbps,50Mbps",,20000-60000,33000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Inspire_Fibre_1Gbps,BB,PAID,Fibre,NO,WEB INSPIRE FIBRE 1GBPS,,840,1200,,,Time-based,"1Gbps,500Mbps",,20000-60000,33000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"*Fibre 1 Gbps service only available in selected condominium and apartment complexes.
Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Premire_4G,BB,PAID,4G,NO,WEB PREMIER 4G,,1250,1750,,,Time-based,"8Mbps,1024Kbps",,20000-60000,58000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with standard package speed. Please refer Extra GB tab for details.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. Rs.250 will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Off-peak time for download time band is from 00.00 to 08.00 hrs.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Premire_ADSL,BB,PAID,ADSL,NO,WEB PREMIER ADSL,,1250,1750,,,Time-based,"21Mbps,512Kbps",,20000-60000,58000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
For Entrée package
Extra usage charge - 25 cents per MB up to a maximum limit of Rs. 3,500. Download and upload speed will be reduced to 64 Kbps after reaching 21 GB threshold.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based packages are possible. Package upgrades and downgrades will be decided based on monthly rental difference between previous package and new package. LKR.250/- will be charged for downgrades only.
Broadband loyalty data will be reduced by 50% for each package downgrade.
Equipment configuration support fee is Rs.500. (Optional).
Minimum 60% service quality will be maintained with respect to line speed supported.
All charges above are exclusive of Government taxes and will be applicable at the time of purchase.",,
BB_Web_Premire_Fibre,BB,PAID,Fibre,NO,WEB PREMIER FIBRE,,1375,1925,,,Time-based,"100Mbps,50Mbps",,20000-60000,58000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
Average download speed of the service will be maintained at or above 40% from the advertised bandwidth.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Web_Premire_Fibre_1Gbps,BB,PAID,Fibre,NO,WEB PREMIER FIBRE 1GBPS,,1500,2100,,,Time-based,"1Gbps,500Mbps",,20000-60000,58000,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home , Office",EXCLUDED,"*Fibre 1 Gbps service only available in selected condominium and apartment complexes.
Speeds may vary depending on the line distance and condition.
Download and upload speed will be reduced to 64 Kbps after reaching either maximum anytime download volume (Standard quota) or the total usage volume. Additional volume can be requested with same speed. Please refer Extra GB tab for details.
Off-peak time for download volume is from 00.00 to 08.00 hrs.
Package migrations between Anytime and Time-based are possible. Package upgrade and downgrades will be decided based on monthly rental values of two packages. Rs.250 will be charged for downgrades only.
All charges above are exclusive of government taxes and will be applicable at the time of purchase.",,
BB_Filmhall_Box_office,BB,PAID,"ADSL,Fibre,4G",YES,Filmhall Box Office,"SLT was proud to announce the launch of SLT Filmhall, a streaming service via the first of its kind, Sri Lanka's OTT (Over-The-Top) platform to make entertainment options available online to Sri Lankans. SLT customers can now enjoy high quality video streaming, music downloads and gaming facilities as never experienced before in Sri Lanka, bringing a cinema experience right to the home. All these services are available through a single web portal, https://sltfilmhall.slt.lk - Unlimited Movie Streaming

",,,,,,,,199,199,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Flash player 10 or the latest version required to play streaming contents.
It is advisable to install the latest version of your web browser for optimum viewing experience and compatibility.
Subscriber will be billed the full amount as opposed to pro-rata basis for every service subscribed to.
Subscriber can subscribe only for one type of monthly recurring plans, except for Rent a movie type purchases. Rent a movie (VOD) is for one time purchase.
Subscriber can subscribe for services until he reaches his credit limit which is imposed by SLT based on customer’s broadband package type.
Subscriber will be charged an additional Rs. 100 for package downgrade.
Viewer discretion is strongly advised with respect to the content available on the website www.hungama.com/slt.
This Service cannot be activated through SLT Contact Centre- 1212. SLT Customer Support Team only provides the guidance to register for the service and customer needs to activate the service by visiting the website.
Above charges are exclusive of taxes and relevant government taxes are applicable at the time of purchase.",,
BB_Filmhall_Juke_Box,BB,PAID,"ADSL,Fibre,4G",YES,Filmhall Juke Box,Stream or download unlimited songs and music videos.,,,,,,,,149,149,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Flash player 10 or the latest version required to play streaming contents.
It is advisable to install the latest version of your web browser for optimum viewing experience and compatibility.
Subscriber will be billed the full amount as opposed to pro-rata basis for every service subscribed to.
Subscriber can subscribe only for one type of monthly recurring plans, except for Rent a movie type purchases. Rent a movie (VOD) is for one time purchase.
Subscriber can subscribe for services until he reaches his credit limit which is imposed by SLT based on customer’s broadband package type.
Subscriber will be charged an additional Rs. 100 for package downgrade.
Viewer discretion is strongly advised with respect to the content available on the website www.hungama.com/slt.
This Service cannot be activated through SLT Contact Centre- 1212. SLT Customer Support Team only provides the guidance to register for the service and customer needs to activate the service by visiting the website.
Above charges are exclusive of taxes and relevant government taxes are applicable at the time of purchase.",,
BB_Filmhall_Console,BB,PAID,"ADSL,Fibre,4G",YES,Filmhall Console,Unlimited Games Access,,,,,,,,130,130,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Flash player 10 or the latest version required to play streaming contents.
It is advisable to install the latest version of your web browser for optimum viewing experience and compatibility.
Subscriber will be billed the full amount as opposed to pro-rata basis for every service subscribed to.
Subscriber can subscribe only for one type of monthly recurring plans, except for Rent a movie type purchases. Rent a movie (VOD) is for one time purchase.
Subscriber can subscribe for services until he reaches his credit limit which is imposed by SLT based on customer’s broadband package type.
Subscriber will be charged an additional Rs. 100 for package downgrade.
Viewer discretion is strongly advised with respect to the content available on the website www.hungama.com/slt.
This Service cannot be activated through SLT Contact Centre- 1212. SLT Customer Support Team only provides the guidance to register for the service and customer needs to activate the service by visiting the website.
Above charges are exclusive of taxes and relevant government taxes are applicable at the time of purchase.",,
BB_Filmhall_Cineplex,BB,PAID,"ADSL,Fibre,4G",YES,Filmhall Cineplex,Stream or download unlimited songs and music videos with streaming movie and games access,,,,,,,,299,299,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Flash player 10 or the latest version required to play streaming contents.
It is advisable to install the latest version of your web browser for optimum viewing experience and compatibility.
Subscriber will be billed the full amount as opposed to pro-rata basis for every service subscribed to.
Subscriber can subscribe only for one type of monthly recurring plans, except for Rent a movie type purchases. Rent a movie (VOD) is for one time purchase.
Subscriber can subscribe for services until he reaches his credit limit which is imposed by SLT based on customer’s broadband package type.
Subscriber will be charged an additional Rs. 100 for package downgrade.
Viewer discretion is strongly advised with respect to the content available on the website www.hungama.com/slt.
This Service cannot be activated through SLT Contact Centre- 1212. SLT Customer Support Team only provides the guidance to register for the service and customer needs to activate the service by visiting the website.
Above charges are exclusive of taxes and relevant government taxes are applicable at the time of purchase.",,
BB_Filmhall_Rent_at_75,BB,PAID,"ADSL,Fibre,4G",YES,Filmhall Rent@75,"SLT was proud to announce the launch of SLT Filmhall, a streaming service via the first of its kind, Sri Lanka's OTT (Over-The-Top) platform to make entertainment options available online to Sri Lankans. SLT customers can now enjoy high quality video streaming, music downloads and gaming facilities as never experienced before in Sri Lanka, bringing a cinema experience right to the home. All these services are available through a single web portal, https://sltfilmhall.slt.lk - Unlimited Movie Streaming

",,,,,,,,75,,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Flash player 10 or the latest version required to play streaming contents.
It is advisable to install the latest version of your web browser for optimum viewing experience and compatibility.
Subscriber will be billed the full amount as opposed to pro-rata basis for every service subscribed to.
Subscriber can subscribe only for one type of monthly recurring plans, except for Rent a movie type purchases. Rent a movie (VOD) is for one time purchase.
Subscriber can subscribe for services until he reaches his credit limit which is imposed by SLT based on customer’s broadband package type.
Subscriber will be charged an additional Rs. 100 for package downgrade.
Viewer discretion is strongly advised with respect to the content available on the website www.hungama.com/slt.
This Service cannot be activated through SLT Contact Centre- 1212. SLT Customer Support Team only provides the guidance to register for the service and customer needs to activate the service by visiting the website.
Above charges are exclusive of taxes and relevant government taxes are applicable at the time of purchase.",,
BB_Filmhall_Box_Rent_at_99,BB,PAID,"ADSL,Fibre,4G",YES,Filmhall Rent@99,"SLT was proud to announce the launch of SLT Filmhall, a streaming service via the first of its kind, Sri Lanka's OTT (Over-The-Top) platform to make entertainment options available online to Sri Lankans. SLT customers can now enjoy high quality video streaming, music downloads and gaming facilities as never experienced before in Sri Lanka, bringing a cinema experience right to the home. All these services are available through a single web portal, https://sltfilmhall.slt.lk - Unlimited Movie Streaming

",,,,,,,,99,,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"Flash player 10 or the latest version required to play streaming contents.
It is advisable to install the latest version of your web browser for optimum viewing experience and compatibility.
Subscriber will be billed the full amount as opposed to pro-rata basis for every service subscribed to.
Subscriber can subscribe only for one type of monthly recurring plans, except for Rent a movie type purchases. Rent a movie (VOD) is for one time purchase.
Subscriber can subscribe for services until he reaches his credit limit which is imposed by SLT based on customer’s broadband package type.
Subscriber will be charged an additional Rs. 100 for package downgrade.
Viewer discretion is strongly advised with respect to the content available on the website www.hungama.com/slt.
This Service cannot be activated through SLT Contact Centre- 1212. SLT Customer Support Team only provides the guidance to register for the service and customer needs to activate the service by visiting the website.
Above charges are exclusive of taxes and relevant government taxes are applicable at the time of purchase.",,
BB_Usage_Reports,BB,PAID,"ADSL,Fibre,4G",YES,Usage Reports,Now you can view your broadband usage details through the Broadband VAS Portal interface. The newly added Usage Report as a value added feature gives you detailed access information to ensure that you can be 100% secure about how your data has been used.,,,,,,,,40,40,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,Above charges are exclusive of taxes and relevant government taxes are applicable at the time of purchase.,,
BB_guru.lk,BB,PAID,"ADSL,Fibre,4G",YES,guru.lk,"Guru.lk, Sri Lanka’s leading eLearning portal has partnered with SLT to enable Broadband customers to pay via the monthly bill for its courses. Guru.lk features online courses on a variety of subjects ranging from school curriculum to professional education and other edutainment courses.",,,,,,,,,0,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,Above charges are exclusive of taxes and relevant government taxes are applicable at the time of purchase.,,
BB_Kaspersky_IS_!,BB,PAID,"ADSL,Fibre,4G",YES,Kaspersky Internet security (1 Device),"Virus protection and internet security are very important to safeguard your valuable data and privacy over the internet. Join hands with Kaspersky, SLT introduces special monthly subscription plan for SLT Broadband customers. Now you can subscribe to Kaspersky security products and pay its subscription fee with SLT bill as a monthly installment. You can simply subscribe to below mentioned Kaspersky products online through broadband VAS Portal, MySLT App, or calling 1212 hotline.",,,,,,,,146,146,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"30 days free use after subscription.
Easy online subscription through Broadband VAS Portal, MySLT App or calling 1212 hotline.
12 months installment plan.
Pay with SLT Bill.
No credit/debit card payments.",,
BB_Kaspersky_TS_1,BB,PAID,"ADSL,Fibre,4G",YES,Kaspersky Internet security (1 Device),"Virus protection and internet security are very important to safeguard your valuable data and privacy over the internet. Join hands with Kaspersky, SLT introduces special monthly subscription plan for SLT Broadband customers. Now you can subscribe to Kaspersky security products and pay its subscription fee with SLT bill as a monthly installment. You can simply subscribe to below mentioned Kaspersky products online through broadband VAS Portal, MySLT App, or calling 1212 hotline.",,,,,,,,198,198,,,,,,,,,,,,,,,,,,,,"DOUBLE_PLAY, TRIPLE_PLAY",,"Home,Office",EXCLUDED,"30 days free use after subscription.
Easy online subscription through Broadband VAS Portal, MySLT App or calling 1212 hotline.
12 months installment plan.
Pay with SLT Bill.
No credit/debit card payments.",,
