,event_source,ONNET_OUTGOING_Usage,ONNET_INCOMING,OFFNET_OUTGOING_Usage,OFFNET_INCOMING_Usage,IDD_INCOMING_Usage,Peo_TV_Package,PEO_TV_Usage,Location_Identifier
1550,312299238,MEDIUM,LOW,MEDIUM,LOW,NO,PEO_SILVER,HIGH,UA5000(IPMB)SL-NODE385341
1551,312299248,LOW,LOW,LOW,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1552,312299270,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,UA5000(IPMB)SL-NODE385341
1553,312299275,LOW,LOW,LOW,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1554,312299293,MEDIUM,MEDIUM,LOW,LOW,LOW,PEO_SILVER,HIGH,UA5000(IPMB)SL-NODE385341
1555,312299303,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,HIGH,UA5000(IPMB)SL-NODE385341
1556,312299315,LOW,LOW,NO,LOW,NO,PEO_SILVER,MEDIUM,UA5000(IPMB)SL-NODE385341
1557,312299322,LOW,LOW,NO,LOW,NO,PEO_SILVER,MEDIUM,UA5000(IPMB)SL-NODE385341
1558,312299327,MEDIUM,LOW,LOW,LOW,LOW,PEO_SILVER,HIGH,UA5000(IPMB)SL-NODE385341
1559,312299332,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1560,312299340,LOW,NO,LOW,LOW,NO,PEO_SILVER,LOW,UA5000(IPMB)SL-NODE385341
1561,312299358,LOW,LOW,LOW,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1562,312299391,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,UA5000(IPMB)SL-NODE385341
1563,312299414,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,UA5000(IPMB)SL-NODE385341
1564,312299430,LOW,NO,LOW,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1565,312299493,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_UTHAYAM,HIGH,UA5000(IPMB)SL-NODE385341
1566,312299500,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,MEDIUM,UA5000(IPMB)SL-NODE385341
1567,312299508,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,PRANAMA,HIGH,UA5000(IPMB)SL-NODE385341
1568,312299521,HIGH,HIGH,HIGH,HIGH,MEDIUM,BOC,LOW,UA5000(IPMB)SL-NODE385341
1569,312299552,MEDIUM,LOW,MEDIUM,LOW,NO,PEO_SILVER,LOW,UA5000(IPMB)SL-NODE385341
1570,312299570,MEDIUM,LOW,LOW,LOW,NO,PEO_SILVER,NO,UA5000(IPMB)SL-NODE385341
1571,312299592,MEDIUM,MEDIUM,HIGH,MEDIUM,MEDIUM,PEO_SILVER,HIGH,UA5000(IPMB)SL-NODE385341
1572,312299610,LOW,NO,NO,NO,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1573,312299635,MEDIUM,LOW,MEDIUM,MEDIUM,MEDIUM,PEO_SILVER,NO,UA5000(IPMB)SL-NODE385341
1574,312299639,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1575,312299641,LOW,LOW,MEDIUM,LOW,LOW,PEO_UTHAYAM,MEDIUM,UA5000(IPMB)SL-NODE385341
1576,312299648,MEDIUM,MEDIUM,LOW,MEDIUM,LOW,NO,NO,UA5000(IPMB)SL-NODE385341
1577,312299652,HIGH,HIGH,MEDIUM,MEDIUM,LOW,NO,NO,UA5000(IPMB)SL-NODE385341
1578,312299656,LOW,LOW,LOW,LOW,NO,PEO_SILVER,NO,UA5000(IPMB)SL-NODE385341
1579,312299670,HIGH,HIGH,HIGH,HIGH,HIGH,PEO_SILVER,HIGH,UA5000(IPMB)SL-NODE385341
1580,312299675,LOW,LOW,LOW,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1581,312299695,LOW,LOW,MEDIUM,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1582,312299698,LOW,LOW,LOW,LOW,LOW,PEO_TITANIUM,HIGH,UA5000(IPMB)SL-NODE385341
1583,312299699,MEDIUM,LOW,LOW,LOW,LOW,NO,NO,UA5000(IPMB)SL-NODE385341
1584,312299705,LOW,LOW,MEDIUM,MEDIUM,MEDIUM,PEO_TITANIUM,NO,UA5000(IPMB)SL-NODE385341
1585,312299719,HIGH,NO,MEDIUM,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1586,312299734,MEDIUM,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER,MEDIUM,UA5000(IPMB)SL-NODE385341
1587,312299739,LOW,NO,LOW,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1588,312299747,LOW,LOW,MEDIUM,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1589,312299753,LOW,LOW,LOW,LOW,LOW,NO,NO,UA5000(IPMB)SL-NODE385341
1590,312299771,LOW,NO,NO,NO,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1591,312299778,LOW,NO,LOW,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1592,312299780,MEDIUM,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER,MEDIUM,UA5000(IPMB)SL-NODE385341
1593,312299781,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1594,312299793,LOW,MEDIUM,NO,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1595,312299801,LOW,MEDIUM,LOW,MEDIUM,HIGH,PEO_SILVER,HIGH,UA5000(IPMB)SL-NODE385341
1596,312299816,LOW,MEDIUM,LOW,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1597,312299822,LOW,NO,NO,NO,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1598,312299832,LOW,LOW,MEDIUM,LOW,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1599,312299842,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,UA5000(IPMB)SL-NODE385341
1600,312299849,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1601,312299850,LOW,NO,NO,NO,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1602,312299859,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,UA5000(IPMB)SL-NODE385341
1603,312299863,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1604,312299864,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,UA5000(IPMB)SL-NODE385341
1605,312299895,LOW,NO,NO,NO,NO,NO,NO,UA5000(IPMB)SL-NODE385341
1606,312299899,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,UA5000(IPMB)SL-NODE385341
1607,312299908,LOW,LOW,LOW,LOW,HIGH,NO,NO,UA5000(IPMB)SL-NODE385341
1608,322247729,MEDIUM,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLMX-NODE5391821
1609,322247732,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1610,322247749,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1611,322247750,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1612,322247754,HIGH,MEDIUM,LOW,MEDIUM,MEDIUM,SLTStaff_PEO_SILVER,MEDIUM,MSAG5200-ISLMX-NODE5391821
1613,322247757,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,MSAG5200-ISLMX-NODE5391821
1614,322247833,LOW,MEDIUM,MEDIUM,HIGH,LOW,NO,NO,MSAG5200-ISLMX-NODE5391821
1615,322247959,HIGH,HIGH,HIGH,HIGH,MEDIUM,NO,NO,MSAG5200-ISLMX-NODE5391821
1616,322248785,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1617,322248793,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1618,322248872,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1619,322248875,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1620,322248878,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1621,322248879,MEDIUM,MEDIUM,LOW,LOW,LOW,PEO_SILVER,HIGH,MSAG5200-ISLMX-NODE5391821
1622,322248880,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,NO,NO,MSAG5200-ISLMX-NODE5391821
1623,322248881,LOW,MEDIUM,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLMX-NODE5391821
1624,322249039,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLMX-NODE5391821
1625,322249169,MEDIUM,MEDIUM,HIGH,HIGH,MEDIUM,NO,NO,MSAG5200-ISLMX-NODE5391821
1626,322249302,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLMX-NODE5391821
1627,322249356,LOW,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLMX-NODE5391821
1628,332250672,LOW,LOW,MEDIUM,LOW,LOW,PEO_SILVER,NO,MSAG5200-ISLGE-NODE5577981
1629,332251115,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1630,332251234,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1631,332251493,MEDIUM,LOW,MEDIUM,LOW,MEDIUM,PEO_SILVER,MEDIUM,MSAG5200-ISLGE-NODE5577981
1632,332251672,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1633,332252169,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1634,332252237,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1635,332252255,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1636,332252351,LOW,LOW,NO,NO,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1637,332252356,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1638,332260443,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLGE-NODE5577981
1639,332261303,LOW,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1640,332261490,MEDIUM,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLGE-NODE5577981
1641,332261942,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLGE-NODE5577981
1642,332263346,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLGE-NODE5577981
1643,332263531,MEDIUM,MEDIUM,MEDIUM,MEDIUM,HIGH,NO,NO,MSAG5200-ISLGE-NODE5577981
1644,332264702,LOW,LOW,LOW,LOW,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLGE-NODE5577981
1645,332284008,HIGH,HIGH,MEDIUM,MEDIUM,NO,PEO_SILVER,NO,MSAG5200-ISLPC-AGT-NODE480031
1646,332284010,LOW,LOW,MEDIUM,LOW,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1647,332284139,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1648,332284173,LOW,LOW,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1649,332284175,HIGH,MEDIUM,HIGH,HIGH,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1650,332284192,HIGH,MEDIUM,HIGH,HIGH,LOW,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1651,332284193,LOW,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1652,332284197,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1653,332284237,MEDIUM,MEDIUM,LOW,LOW,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1654,332284247,MEDIUM,HIGH,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1655,332284248,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1656,332284251,LOW,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1657,332284258,MEDIUM,LOW,HIGH,MEDIUM,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1658,332284268,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1659,332284297,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1660,332284313,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1661,332284339,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1662,332284348,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1663,332284351,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1664,332284356,LOW,LOW,LOW,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1665,332284358,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1666,332284364,HIGH,MEDIUM,HIGH,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1667,332284372,LOW,LOW,LOW,MEDIUM,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1668,332284388,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1669,332284399,LOW,LOW,LOW,LOW,NO,NEW_SLT_STAFF_PACKAGE,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1670,332284430,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1671,332284441,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1672,332284454,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1673,332284458,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1674,332284460,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1675,332284461,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,NO,MSAG5200-ISLPC-AGT-NODE480031
1676,332284462,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1677,332284465,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1678,332284468,LOW,NO,NO,NO,NO,PEO_SILVER,NO,MSAG5200-ISLPC-AGT-NODE480031
1679,332284472,LOW,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1680,332284473,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1681,332284474,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1682,332284481,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1683,332284490,LOW,LOW,LOW,LOW,NO,PEO_SILVER,NO,MSAG5200-ISLPC-AGT-NODE480031
1684,332284507,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1685,332284512,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1686,332284650,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1687,332284688,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1688,332284706,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1689,332284744,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1690,332284749,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1691,332284750,LOW,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1692,332284754,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1693,332284760,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1694,332284772,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1695,332284774,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1696,332284775,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1697,332284776,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1698,332284778,LOW,LOW,LOW,MEDIUM,MEDIUM,PEO_SILVER,NO,MSAG5200-ISLPC-AGT-NODE480031
1699,332284780,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1700,332284787,LOW,NO,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1701,332284790,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1702,332284791,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1703,332284806,MEDIUM,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLPC-AGT-NODE480031
1704,332284822,LOW,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_UTHAYAM,LOW,MSAG5200-ISLPC-AGT-NODE480031
1705,332284850,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1706,332284870,LOW,LOW,LOW,LOW,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1707,332284901,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1708,332284911,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1709,332284940,MEDIUM,MEDIUM,HIGH,MEDIUM,LOW,PEO_SILVER,NO,MSAG5200-ISLPC-AGT-NODE480031
1710,332284949,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLPC-AGT-NODE480031
1711,332284962,LOW,LOW,LOW,LOW,MEDIUM,PEO_SILVER,LOW,MSAG5200-ISLPC-AGT-NODE480031
1712,332284966,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1713,332284982,LOW,LOW,MEDIUM,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1714,332285046,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1715,332285088,LOW,LOW,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1716,332285840,LOW,LOW,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1717,332285861,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1718,332285862,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1719,332285890,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1720,332285900,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1721,332286011,HIGH,HIGH,MEDIUM,HIGH,HIGH,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1722,332286015,LOW,LOW,LOW,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1723,332286017,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1724,332286018,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1725,332286043,MEDIUM,MEDIUM,LOW,LOW,MEDIUM,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1726,332286095,LOW,NO,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1727,332286130,LOW,LOW,LOW,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLPC-AGT-NODE480031
1728,332286163,LOW,NO,NO,NO,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1729,332286205,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1730,332286238,MEDIUM,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1731,332286240,MEDIUM,MEDIUM,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1732,332286267,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1733,332286300,LOW,NO,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1734,332286365,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1735,332286421,LOW,LOW,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1736,332286473,LOW,LOW,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1737,332286528,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1738,332286549,MEDIUM,MEDIUM,MEDIUM,HIGH,HIGH,PEO_UTHAYAM,NO,MSAG5200-ISLPC-AGT-NODE480031
1739,332286550,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1740,332286551,MEDIUM,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1741,332286560,LOW,MEDIUM,LOW,MEDIUM,NO,PEO_SILVER,HIGH,MSAG5200-ISLPC-AGT-NODE480031
1742,332286561,MEDIUM,MEDIUM,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1743,332286570,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,NO,MSAG5200-ISLPC-AGT-NODE480031
1744,332286571,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1745,332286572,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,LOW,MSAG5200-ISLPC-AGT-NODE480031
1746,332286575,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1747,332286576,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1748,332286582,MEDIUM,LOW,LOW,LOW,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1749,332286586,LOW,MEDIUM,MEDIUM,HIGH,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1750,332286598,LOW,MEDIUM,MEDIUM,LOW,LOW,PEO_SILVER,NO,MSAG5200-ISLPC-AGT-NODE480031
1751,332286609,LOW,MEDIUM,MEDIUM,HIGH,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1752,332286622,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PEO_UTHAYAM,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1753,332286661,MEDIUM,MEDIUM,HIGH,HIGH,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1754,332286712,LOW,LOW,MEDIUM,LOW,NO,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1755,332286885,HIGH,HIGH,HIGH,MEDIUM,LOW,PEO_SILVER,MEDIUM,MSAG5200-ISLPC-AGT-NODE480031
1756,332286977,MEDIUM,MEDIUM,HIGH,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1757,332286981,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1758,332286982,LOW,LOW,LOW,MEDIUM,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1759,332286983,MEDIUM,MEDIUM,MEDIUM,LOW,MEDIUM,PEO_UTHAYAM,NO,MSAG5200-ISLPC-AGT-NODE480031
1760,332286984,LOW,MEDIUM,HIGH,HIGH,NO,NO,NO,MSAG5200-ISLPC-AGT-NODE480031
1761,342256031,LOW,LOW,LOW,LOW,NO,NO,NO,MSAG5200HPG-NODE432141
1762,342256055,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200HPG-NODE432141
1763,342256089,MEDIUM,MEDIUM,MEDIUM,MEDIUM,NO,PRANAMA,MEDIUM,MSAG5200HPG-NODE432141
1764,342256146,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,PEO_SILVER,MEDIUM,MSAG5200HPG-NODE432141
1765,342256300,MEDIUM,MEDIUM,MEDIUM,MEDIUM,LOW,NO,NO,MSAG5200HPG-NODE432141
1766,342256346,MEDIUM,MEDIUM,LOW,LOW,LOW,PEO_SILVER,MEDIUM,MSAG5200HPG-NODE432141
1767,342256395,MEDIUM,MEDIUM,LOW,MEDIUM,NO,PRANAMA,HIGH,MSAG5200HPG-NODE432141
1768,342256437,LOW,LOW,MEDIUM,MEDIUM,NO,NO,NO,MSAG5200HPG-NODE432141
1769,342256447,LOW,NO,NO,NO,NO,PEO_SILVER,NO,MSAG5200HPG-NODE432141
1770,342256470,MEDIUM,MEDIUM,LOW,LOW,NO,PEO_SILVER,HIGH,MSAG5200HPG-NODE432141
